N,P,K,temperature,humidity,ph,rainfall,label
116.88,15.63,53.37,22.8236102,82.22298609,6.79445674,56.60235394,watermelon
96.51,12.58,46.29,29.59524476,85.18648384,6.76035046,55.83757205,watermelon
102.72,20.24,48.37,27.76183096,85.27205242,6.40548831,55.40000598,watermelon
99.65,19.99,45.79,21.96412305,78.41560526,6.05851628,39.96845925,watermelon
94.22,18.04,52.41,26.58636588,81.47551733,7.06880671,48.85652372,watermelon
94.02,17.52,51.34,26.20721092,83.35256104,6.96120683,34.4236585,watermelon
104.78,21.85,49.75,23.60314588,85.24204618,6.77875227,50.79363947,watermelon
94.78,7.79,51.51,21.6025255,88.29854361,6.26714136,61.55432068,watermelon
109.9,17.86,48.99,29.40389458,84.20924544,6.41060276,45.34544482,watermelon
92.51,18.05,49.24,20.12509617,81.85549586,6.88293845,58.60052696,watermelon
123.35,9.65,40.07,27.65989918,81.84628651,6.7641502,43.53673894,watermelon
111.82,16.42,49.28,28.50138279,87.27805217,6.30665783,22.26052208,watermelon
115.87,17.47,51.35,23.68047769,84.65385695,6.25664306,43.08346209,watermelon
74.79,21.66,51.08,23.90818787,88.46207482,6.43276152,45.5833314,watermelon
89.7,25.65,60.56,23.39464973,81.88943126,6.41817954,57.78267804,watermelon
100.55,17.16,53.94,25.91518068,84.17291555,6.44524447,46.35507836,watermelon
109.96,17.9,49.85,25.48327355,87.78558925,6.37678349,69.36349151,watermelon
91.32,10.62,51.19,26.20163317,83.71144424,7.48663139,54.35817311,watermelon
112.53,21.07,51.71,23.6547596,85.47093187,6.66148614,36.81971981,watermelon
76.92,24.1,53.17,26.40006016,84.16901137,6.74510833,36.12532287,watermelon
94.11,15.11,55.9,24.95721958,83.17171844,6.7509692,59.57238849,watermelon
98.67,20.01,43.57,24.35552963,82.2065597,6.4172596,57.62191027,watermelon
92.47,21.48,54.13,23.6904813,91.46529717,6.42147671,39.06776168,watermelon
90.61,20.29,49.0,25.75323446,77.97103113,6.22726155,35.23786488,watermelon
108.0,14.82,47.19,25.61069685,88.59081829,6.76175109,58.97809099,watermelon
92.36,16.33,50.17,23.5037931,84.73126471,6.51877572,57.20502317,watermelon
80.93,16.38,50.41,29.04430339,86.90245605,6.34099791,42.71664046,watermelon
106.78,20.38,45.54,25.70845553,89.57153508,6.68387943,42.50119108,watermelon
85.42,21.2,51.11,27.52705471,88.87705719,6.2866856,50.20983239,watermelon
91.2,9.27,48.64,30.13844414,92.34051557,6.29767687,16.40506888,muskmelon
101.44,18.03,50.03,27.69256433,91.07518711,6.46639919,25.93260209,muskmelon
81.35,19.55,48.41,28.73399836,94.2029447,6.51163974,33.20895473,muskmelon
97.99,21.43,44.73,29.8167637,87.91551154,6.56360736,18.6423646,muskmelon
87.04,20.93,53.68,31.88947575,90.99168078,6.14657085,23.67075556,muskmelon
87.44,13.91,50.62,25.99554052,85.41040503,5.85511621,24.32800137,muskmelon
88.01,22.88,54.06,29.79713602,91.36363131,6.33250878,17.78853982,muskmelon
103.43,22.24,50.29,25.90947182,86.98337703,6.23539869,22.99049383,muskmelon
121.4,10.93,42.15,29.1418959,90.57176711,7.13682979,17.83516591,muskmelon
115.34,13.37,49.91,27.95936002,89.12630727,6.7045834,26.80626672,muskmelon
90.48,24.39,45.78,31.18383832,92.55377458,6.06409836,24.3361379,muskmelon
91.53,9.25,56.88,27.30973823,89.69427958,5.86686484,25.2948785,muskmelon
79.66,12.73,50.97,26.08913484,93.82463658,6.49289534,28.44316253,muskmelon
97.43,14.24,46.58,32.25497942,93.63366421,6.37302174,25.89605829,muskmelon
118.32,25.22,41.65,28.99886,97.41748588,6.23615041,23.60018812,muskmelon
92.7,20.5,48.18,31.12060971,88.84964252,6.2040816,24.87812535,muskmelon
96.24,16.41,51.11,27.86146591,92.34334913,5.8916892,30.11615929,muskmelon
80.91,14.65,56.98,24.18872861,98.25671719,6.12087065,22.50754021,muskmelon
99.83,23.36,49.25,29.80623683,94.88632441,6.76829041,25.17753785,muskmelon
93.9,11.87,46.53,27.84002252,90.23467602,6.53366199,14.16555017,muskmelon
93.49,21.95,48.15,28.27698522,93.91944342,6.74589473,30.07667031,muskmelon
92.39,8.55,50.23,26.45174836,90.54551351,6.05076901,29.56102354,muskmelon
94.92,17.02,54.82,29.36509112,91.1809566,6.38076143,31.70065754,muskmelon
108.23,17.25,52.39,28.83032343,96.03916874,6.19598496,27.11065782,muskmelon
121.05,13.88,49.93,31.61750186,97.53140117,6.55164938,25.93187362,muskmelon
99.22,9.28,45.53,30.64210879,90.53237472,6.21740901,25.01044649,muskmelon
98.43,15.71,39.02,29.30993314,91.93936273,6.37376864,21.95729678,muskmelon
106.62,13.69,57.33,30.11319608,94.8985521,6.23107329,12.70193898,muskmelon
89.37,9.22,50.18,29.27506175,98.15553592,6.09139673,21.5260402,muskmelon
83.7,31.74,53.1,31.06796101,90.74596036,6.20644912,22.66947404,muskmelon
77.05,14.16,49.81,29.07919326,95.48210032,6.37921384,20.88559243,muskmelon
91.39,14.79,59.19,28.9097529,91.88860911,6.78613533,26.93751186,muskmelon
104.65,12.27,54.83,26.17104948,91.711607,5.92065735,32.06482256,muskmelon
105.48,16.22,45.01,27.52408369,92.72476103,5.70816619,28.05291658,muskmelon
109.52,17.48,51.86,30.50931453,94.03716442,6.37759667,20.95299416,muskmelon
96.21,17.83,39.53,29.19449658,88.2550397,6.35189576,23.95070319,muskmelon
96.55,9.01,52.31,28.98203326,92.37890937,6.38130795,19.72349065,muskmelon
111.82,18.15,54.16,26.70611034,89.88217341,6.38619339,25.38995765,muskmelon
99.98,24.26,41.85,28.60386316,87.85183917,6.82140202,25.46661925,muskmelon
115.53,26.12,46.87,27.72824889,96.21249097,6.06662909,23.33767445,muskmelon
96.19,12.4,60.13,29.92969775,90.845387,5.89785247,23.37238806,muskmelon
106.63,26.89,60.36,28.9015648,96.90072738,6.3706559,28.68028604,muskmelon
102.24,15.47,57.67,28.07160626,90.05924484,6.03320212,28.42752765,muskmelon
107.73,21.94,50.85,25.70179418,95.73919298,6.50929561,26.0479896,muskmelon
90.98,14.28,53.21,27.00346631,93.95739109,6.35608883,26.12658553,muskmelon
109.73,22.04,51.38,26.71352316,91.28409244,6.70551637,25.11368834,muskmelon
117.72,10.96,57.62,26.4970866,87.7541287,6.02694765,18.91580136,muskmelon
115.81,13.17,52.13,28.07551016,87.14951518,6.43508674,24.84459012,muskmelon
87.81,23.17,45.68,24.94290862,95.09688138,6.17280693,18.18184558,muskmelon
94.29,15.04,49.65,26.06928544,95.36865119,6.44200233,22.78774922,muskmelon
117.85,18.85,52.01,28.24353267,92.00158913,6.67533445,21.38176374,muskmelon
108.54,14.46,46.85,26.61405591,87.58965422,6.45176343,17.6417966,muskmelon
109.21,22.56,48.31,29.91436234,93.44687785,6.60147859,18.79035067,muskmelon
104.13,23.59,48.78,29.28311619,90.25565914,6.96168332,28.25328079,muskmelon
97.73,24.77,49.29,29.16956908,94.18267716,6.76236299,22.35125208,muskmelon
119.89,22.92,55.06,30.17416813,95.31862137,6.44079188,24.75558872,muskmelon
114.75,19.82,54.22,26.47650195,96.60434868,6.42426944,31.3463789,muskmelon
105.9,17.78,53.85,26.78292138,86.66742023,6.01126797,30.33969881,muskmelon
92.51,15.26,54.79,29.51346275,89.79884592,6.28471309,21.79157719,muskmelon
108.56,20.29,45.35,25.93338615,87.23226145,6.46602834,27.4798442,muskmelon
102.15,13.61,43.91,30.08563203,84.05269793,6.44806063,21.86988966,muskmelon
95.9,29.09,53.19,28.88692776,91.64118109,5.87794021,18.25194728,muskmelon
82.62,17.41,43.41,28.36434745,90.83739848,6.47328115,24.62530538,muskmelon
97.75,17.27,45.16,29.30834386,91.9833972,6.9211965,29.46608206,muskmelon
101.88,23.84,44.37,27.36329771,87.75605882,6.54002418,27.52477767,muskmelon
89.98,23.36,51.8,26.36829658,91.50491771,6.23140907,33.43876596,muskmelon
98.0,21.6,50.37,31.91375968,89.85914325,6.55237521,23.97181223,muskmelon
95.05,18.46,58.11,29.88378574,90.05636638,6.08711156,28.7576896,muskmelon
112.51,14.28,45.69,27.15934535,88.6012231,6.49005958,25.20024224,muskmelon
95.42,9.59,47.97,26.28268121,94.18124781,6.45057672,26.96242367,muskmelon
98.01,22.22,54.56,29.52459913,95.90824853,6.25871016,18.21328952,muskmelon
87.26,26.27,43.98,29.50999469,92.14813011,6.26797139,30.33654407,muskmelon
114.92,14.5,50.92,28.87565302,87.82800108,6.49179214,26.65924375,muskmelon
99.66,25.51,41.69,30.04246717,90.41184284,5.98707183,27.67443471,muskmelon
98.81,15.55,58.55,25.93060677,88.51329615,6.07415798,25.520362,muskmelon
99.89,17.67,45.33,26.55401007,92.97088559,5.75882779,26.94606377,muskmelon
97.22,23.52,52.11,29.45304173,92.66883568,5.63508682,25.9280853,muskmelon
98.38,23.32,45.91,26.51944119,95.16864832,6.06588115,27.69316568,muskmelon
86.7,17.64,52.12,28.19289059,91.19670601,6.56200176,14.1867722,muskmelon
91.63,9.55,45.37,26.91817339,93.1774135,6.22144315,26.84812697,muskmelon
111.4,25.18,48.55,22.50895414,92.88777064,6.65200709,17.84331571,muskmelon
93.71,21.32,52.4,29.67626632,93.62690916,5.72104021,27.89661795,muskmelon
94.65,28.85,58.35,28.26478018,95.95480884,6.09697469,26.15317021,muskmelon
105.27,22.44,42.89,32.75228685,93.10702581,6.6619494,22.445329,muskmelon
100.35,17.45,50.57,28.10297157,94.07624998,6.98469473,16.68271611,muskmelon
92.98,8.65,48.77,28.2314627,93.38836909,6.14307908,14.71054433,muskmelon
90.0,19.82,49.18,32.48535532,96.86132473,6.27884139,27.47586805,muskmelon
106.24,25.81,54.23,28.24762134,89.35652491,6.05907266,23.82175595,muskmelon
91.82,13.61,51.32,25.41216153,89.29754313,6.92655285,13.39668959,muskmelon
109.43,19.2,45.8,30.09883554,88.29501676,6.35806373,23.06307216,muskmelon
99.16,17.53,53.17,29.97255226,96.20455827,6.14311955,23.72521873,muskmelon
105.7,21.18,42.51,28.22932513,93.95439462,6.82351789,15.36891914,muskmelon
110.37,11.5,51.87,28.51499455,90.08172918,6.22718774,26.27121269,muskmelon
109.36,17.6,54.87,26.0368947,89.84934485,5.86331967,24.72337517,muskmelon
103.59,21.82,50.47,30.15172076,86.66826297,6.35019713,20.33729757,muskmelon
105.89,15.76,50.27,31.63949414,96.01529234,6.30769489,19.88705969,muskmelon
108.71,17.15,48.7,27.65415304,89.43502002,6.3577811,29.84233922,muskmelon
110.11,15.59,41.73,24.90407327,92.55303324,5.99154509,24.3502222,muskmelon
100.79,22.13,39.51,28.30246012,92.2176276,6.19599117,24.53168628,muskmelon
92.28,15.95,54.54,26.61550869,93.07928136,6.50208942,21.9321676,muskmelon
19.38,124.97,203.59,20.65829398,88.70023778,6.27994371,118.80567637,apple
22.94,116.84,182.78,20.96842969,90.2470495,5.93658469,109.54174004,apple
18.44,116.26,213.17,25.51710657,96.36047507,5.64235431,84.42097371,apple
17.62,124.58,198.89,23.55811744,93.66209005,5.2270653,103.18308809,apple
21.16,151.83,207.6,21.56669234,93.04562595,6.635237,117.04102013,apple
19.5,157.56,202.98,25.41649079,93.81484485,5.7673172,113.1071297,apple
18.85,140.86,201.06,20.76101181,91.78322643,6.20346671,118.19792451,apple
12.87,145.15,212.06,22.84160789,93.25388747,6.57237703,126.33155773,apple
20.4,123.67,218.75,23.52258016,90.63868191,5.85944105,108.85526198,apple
11.17,138.68,212.82,21.98934664,94.45345155,5.91315627,111.6622254,apple
19.49,140.65,198.69,27.36539532,89.55085387,6.05932041,155.53884039,apple
27.21,123.34,195.7,26.09725945,89.97009527,6.00252197,115.72478339,apple
15.0,134.19,191.23,25.70569798,93.66091395,6.17926399,131.88386707,apple
19.22,135.08,209.55,19.02968917,90.33631819,5.63925223,143.6527195,apple
22.21,133.32,209.72,28.24584488,89.72924119,6.01940865,129.47097188,apple
25.37,118.2,202.65,21.00642139,91.11281375,6.03327636,96.84945355,apple
18.29,142.41,205.15,25.14337799,89.18981459,5.83698273,142.60756983,apple
20.27,134.56,182.21,20.50630544,91.26550084,5.79640333,97.61020486,apple
18.46,122.38,219.8,15.69291355,93.23237014,6.09227152,105.91462336,apple
15.39,134.26,194.06,22.97896147,90.1913533,5.01191398,132.42711553,apple
25.1,136.55,208.61,27.75161016,87.02805689,6.05345867,92.6816235,apple
18.53,130.9,210.24,21.1413637,98.51593705,5.78380071,90.21780022,apple
16.39,127.62,196.76,21.65787616,89.99251256,5.96061574,88.11579957,apple
14.8,126.45,199.08,16.15232751,93.62669112,6.57251713,97.88245351,apple
21.62,129.69,181.41,22.1391592,95.10706653,6.02559675,116.3665068,apple
21.51,142.56,198.75,24.76221612,96.26758889,5.65135759,107.78809197,apple
25.21,138.21,205.15,25.31916959,89.99909106,5.89600419,80.3570783,apple
11.7,131.15,218.32,25.68675101,89.06931622,5.80787399,138.29293507,apple
16.85,138.38,185.81,21.87782711,93.52489194,6.10761278,110.03477621,apple
15.98,133.62,204.63,24.15887301,88.18052678,6.0360603,94.18645222,apple
20.92,120.73,196.91,28.36465239,95.07892252,5.57012947,100.03499542,apple
20.5,140.26,170.6,27.543758,94.93743931,6.14535672,121.55318892,apple
23.12,127.74,202.6,22.40263451,88.77968283,5.96836393,102.92281667,apple
16.17,129.0,199.99,20.28598571,90.92258178,5.65865063,126.94630739,apple
17.7,145.25,179.66,21.80855189,96.09506221,5.16525704,147.67763013,apple
16.82,129.4,181.42,19.766556,90.70835673,6.14744418,82.49185291,apple
15.0,130.19,198.69,23.55393139,89.76659408,6.33484792,96.44840127,apple
12.92,136.89,212.48,30.10321238,91.90627492,5.81422778,120.4565299,apple
19.99,132.54,188.58,24.30479445,94.58476691,6.01216282,127.93044936,apple
22.67,133.47,222.56,22.38631357,91.51292131,5.92871049,134.54976044,apple
27.42,138.2,199.73,27.2025557,97.49429936,5.8656884,141.91236788,apple
11.32,148.14,199.75,19.60846943,92.2069492,6.47117559,88.42251226,apple
20.49,131.39,220.85,24.14596431,94.79866861,6.53588299,119.31880359,apple
18.07,117.08,209.36,27.01137402,93.47409237,6.1674461,115.45717091,apple
6.23,126.17,204.74,26.88743474,97.68549877,6.0797135,122.09751871,apple
16.44,128.5,178.97,16.83729832,88.25815882,5.05462983,107.12981431,apple
12.18,144.9,198.23,22.03770183,93.60807225,5.57950797,110.89572658,apple
17.92,126.47,202.8,24.1281112,95.37666518,6.30851628,141.34270884,apple
20.21,133.32,198.62,25.75700289,89.88693044,6.43512639,103.4420524,apple
13.9,129.16,201.15,27.08714319,94.61406014,6.21043375,136.59302267,apple
28.33,130.36,201.69,20.9606699,91.12913539,6.11680376,109.5772555,apple
16.29,141.48,187.76,24.59121971,90.86635576,6.00782144,101.33344245,apple
27.39,139.15,202.4,24.48437271,91.14055895,6.26235653,127.69303815,apple
29.6,137.7,207.5,22.23903606,89.77475304,5.47512601,113.67004298,apple
15.83,145.65,186.58,24.3173714,92.40318901,5.9046833,122.02062147,apple
15.75,127.32,198.38,22.18051688,89.35472285,6.26644575,78.90483562,apple
22.05,148.96,181.18,22.8664347,92.3595335,5.83222673,114.26544795,apple
16.18,131.52,200.51,26.29251937,94.9137278,6.08537889,122.11249783,apple
15.88,128.99,190.41,25.77435213,96.55849875,6.13125467,84.28165324,apple
12.67,144.45,200.52,20.8002875,95.73489366,6.71471312,138.0347901,apple
18.06,144.52,200.82,23.57920494,93.20436286,5.58854683,93.01791776,apple
17.55,118.71,211.21,22.95309012,94.89940057,5.68389979,137.6543718,apple
15.88,159.27,212.18,19.45492164,94.89774992,5.72248587,81.66780322,apple
24.11,143.7,197.11,26.53694095,92.64148696,6.73723985,92.4391442,apple
31.68,128.82,208.53,30.62186096,92.01839587,5.78900784,86.68723008,apple
30.99,142.45,198.41,23.5354708,86.63178602,5.76755804,115.08439484,apple
22.82,134.03,206.28,21.29571778,93.92729881,6.14206226,114.51359636,apple
22.08,134.5,215.19,24.64289682,89.60425523,5.63594603,114.60882299,apple
12.51,136.78,193.01,16.71311931,89.22457071,5.34225427,102.78190692,apple
11.83,138.32,202.97,23.13149498,90.399209,6.12447374,69.71928695,apple
23.44,119.34,191.1,24.36967191,95.12675836,6.20150598,110.40273425,apple
13.37,136.42,213.48,23.32217091,89.13851832,5.60157084,143.45627142,apple
13.59,123.31,212.38,20.79078093,93.25193243,6.19689145,117.15765236,apple
25.19,126.22,212.32,20.8056959,93.10572855,5.4376287,136.22543977,apple
32.31,139.48,194.73,23.84653241,89.65424459,5.30915222,103.89403439,apple
20.45,132.19,195.74,26.51409787,87.88376487,6.34961395,113.34531683,apple
15.61,129.55,188.92,23.97225774,94.94482388,5.89897873,114.27358355,apple
15.79,133.23,214.16,18.70283072,88.72537013,5.63232862,117.93873069,apple
15.55,135.49,190.7,22.37603668,93.86483981,4.90364411,92.71886357,apple
19.03,131.4,194.92,19.35789315,97.97571969,5.77602769,104.87803019,apple
23.1,119.11,196.97,23.26410272,91.6976655,6.19961548,92.91059253,apple
20.31,145.68,190.23,22.96020405,94.7218747,5.78850731,147.44478146,apple
16.97,132.33,198.83,23.44154962,90.07252279,6.50727685,96.49944015,apple
17.34,149.95,203.74,23.01084659,93.25702174,6.53390956,130.03761363,apple
16.44,126.13,195.87,30.92025941,91.16058775,5.72246689,129.35533212,apple
11.56,132.68,187.89,21.84345118,92.30922477,5.84287231,120.07711534,apple
27.05,131.93,207.24,21.0131111,93.20587457,5.9799618,141.86921492,apple
16.34,132.12,201.0,25.20009456,91.29062671,5.52530424,78.04982003,apple
22.77,124.89,204.85,24.30723014,91.82428241,6.339196,72.90143931,apple
19.14,134.7,217.9,20.6107965,94.41224064,6.0288524,90.61257097,apple
19.83,116.65,197.49,27.41244286,86.79147283,5.46394662,105.04257464,apple
16.41,132.38,201.07,21.64195928,92.81093859,5.94216342,138.88551518,apple
24.33,132.68,200.34,23.56368908,91.50814438,6.12949529,104.56898683,apple
27.67,140.19,188.21,21.22571692,89.99325662,5.29302267,141.6042576,apple
24.55,134.72,193.83,25.67421216,87.19830119,6.15605716,119.57379976,apple
27.5,130.42,193.2,28.74713953,93.18138505,6.55353832,106.30892742,apple
15.74,130.54,207.63,31.37838888,90.30321737,6.24338471,100.040963,apple
26.87,147.76,202.59,24.39532326,94.4191445,4.79655536,139.61116177,apple
33.32,137.95,189.11,21.78980499,92.64829984,6.89749727,130.50102256,apple
25.03,136.65,196.34,24.84742066,101.15388768,5.77345202,106.60482161,apple
24.69,14.38,9.7,18.46885586,87.79968224,7.36278166,92.33692269,orange
23.33,8.8,12.58,29.04981217,95.84209386,7.65648,103.71862823,orange
17.44,13.38,5.37,27.46357944,88.65179641,7.01449785,117.54446508,orange
15.15,11.67,9.14,21.3208731,95.59314926,6.77488122,124.47000179,orange
25.12,15.78,6.76,26.3941959,95.04296314,6.93377071,96.36145726,orange
14.75,12.69,13.19,27.91159881,91.9721999,6.89199869,74.0443884,orange
18.28,12.03,6.93,20.59325824,94.4267268,7.20810647,108.62563534,orange
9.64,7.85,6.87,27.59779834,87.57650772,7.20288526,122.22143395,orange
22.19,8.68,16.25,19.02893081,90.89782185,7.2989102,118.05063177,orange
17.9,7.82,10.54,12.85643321,86.51613982,7.31098661,71.44967541,orange
17.57,10.0,7.86,20.31847727,93.54935656,6.88669443,72.64355411,orange
23.01,10.77,10.03,18.93636174,86.59830382,7.79602355,109.16224651,orange
24.7,11.33,9.7,28.83392625,95.76427669,7.47718035,98.82934555,orange
15.07,13.4,10.51,22.00030161,89.53025356,6.40288175,126.61588174,orange
20.56,7.17,9.25,17.81645601,90.12846255,6.6582146,115.99390895,orange
21.97,9.56,15.59,22.54377979,90.5396431,7.2012491,123.51635738,orange
14.09,15.6,10.58,19.86465681,95.52401941,7.32858152,138.71588243,orange
24.81,7.76,10.12,22.28988055,94.50492689,6.33823659,118.99215934,orange
17.98,6.31,5.79,18.71435728,93.47944986,7.264535,112.61475643,orange
24.73,8.38,11.89,24.70846684,91.40122979,6.69722151,97.30011168,orange
16.12,10.93,9.82,16.33980896,93.51011265,7.26478087,94.0558178,orange
24.73,12.04,10.36,20.76903588,95.75659933,6.9621811,133.9302758,orange
19.52,0.01,6.54,25.59670367,93.32140045,7.32244792,126.3648836,orange
28.12,8.86,12.67,25.55737374,89.41249244,7.23757225,125.99540933,orange
24.82,15.71,17.24,23.36571322,90.58482323,7.28777724,111.94707667,orange
23.99,10.93,4.79,20.2922774,89.7210984,6.14535072,118.37462699,orange
27.96,6.81,12.97,16.73457569,89.86454061,6.95651899,116.51228311,orange
27.06,8.9,10.81,21.78522314,92.98220766,6.53264082,103.90284311,orange
19.44,3.92,11.0,22.24926195,89.93113702,6.87711066,109.06165256,orange
28.19,8.39,5.96,22.68885289,96.586959,6.88970724,111.17162879,orange
15.1,7.59,11.64,23.91013605,92.52838155,6.87316055,124.96452273,orange
16.52,12.0,10.8,17.96850619,89.97048781,6.51610469,114.14345299,orange
20.86,7.42,8.68,20.52775914,92.93170855,7.1114879,116.08673502,orange
25.91,10.76,13.38,17.71201334,90.32865654,7.1250632,104.41282643,orange
26.56,6.6,11.85,29.31020244,89.50784905,6.70921981,135.14180947,orange
20.03,7.19,7.92,24.61976001,95.19587273,6.02006525,106.71255573,orange
16.92,15.74,10.01,25.70983123,89.6103111,6.87091015,71.63738258,orange
25.06,13.27,8.84,17.93883872,99.3646815,6.76536565,111.6494654,orange
24.87,11.28,7.7,31.07953669,87.99344736,7.19918577,100.751736,orange
19.24,10.92,4.99,23.5815888,95.44714372,6.79055215,126.68690823,orange
23.37,11.53,6.99,19.19475066,92.98707952,7.19260991,112.70818838,orange
11.27,12.47,6.71,28.02250399,98.27380244,7.57828841,107.42010624,orange
22.1,4.94,9.15,31.72755823,86.18262912,7.13797702,107.22476421,orange
22.64,8.59,12.43,22.36854825,88.72253324,6.64321524,116.78564335,orange
12.65,12.53,3.5,28.46760304,88.71085758,7.57567586,135.28940952,orange
18.66,14.65,10.57,24.13356898,96.60431179,6.89255778,123.93454673,orange
16.14,14.78,8.24,27.05667412,92.6518411,7.26438791,80.45278789,orange
19.82,11.75,11.39,20.41185438,95.05073732,6.91907518,93.37540783,orange
21.51,9.83,7.53,17.35870601,94.91374028,6.74962434,106.14207492,orange
26.71,9.02,10.98,20.44484191,90.14563163,6.38127999,134.87972512,orange
22.06,11.03,10.0,18.95658226,92.48969582,6.5917909,114.9567767,orange
22.33,9.39,11.91,25.05333082,93.18188941,6.39109124,98.77218927,orange
19.59,13.68,9.84,23.31252574,92.15584553,6.85132335,115.28916454,orange
12.32,7.7,15.41,26.09626688,90.16954754,7.19098343,103.65270602,orange
14.55,10.66,7.75,27.71876145,91.34421991,6.7055392,109.95208307,orange
18.92,12.26,12.1,18.82849767,94.0999145,7.46826221,115.46631699,orange
25.12,8.13,13.2,22.93584122,95.48175283,7.09487346,117.91772257,orange
11.57,6.08,10.2,18.17321184,88.34822995,6.00782836,93.81411136,orange
21.18,6.37,11.75,15.1166829,97.77988057,7.47379036,73.62328578,orange
9.96,10.06,4.88,19.57769161,93.01547038,6.21374225,119.31691233,orange
19.5,5.66,13.89,25.0595614,90.0347337,7.4139951,100.19166513,orange
11.33,9.43,10.26,22.09725194,91.84671841,7.03684935,107.41854982,orange
20.82,13.13,9.88,25.33630127,90.78188173,6.6835141,88.58119563,orange
21.94,10.49,6.11,17.46290502,96.89281435,7.15464685,103.60599833,orange
20.49,7.98,10.29,23.33827043,87.35729967,6.53873071,113.44118493,orange
13.87,12.56,9.25,21.34554504,93.98929955,7.08697422,122.3188202,orange
16.47,11.09,11.93,21.40921896,90.99784535,7.17149428,122.99367687,orange
16.81,11.47,7.49,16.30252739,93.70806176,6.97521029,95.35232527,orange
15.23,10.99,10.81,26.26336684,92.52216528,6.83771445,125.04122856,orange
29.85,9.76,8.49,22.58406302,90.48198926,6.45619288,111.39773667,orange
19.99,7.38,13.15,33.31782059,92.87208901,6.64052758,109.75729673,orange
22.44,9.65,10.1,23.83218009,89.13541571,7.23406816,99.04284202,orange
28.97,8.09,4.67,25.62058284,88.21072718,8.53217774,128.58349455,orange
23.63,7.39,12.16,25.55709043,91.27581409,6.78750838,99.40651353,orange
22.4,11.76,8.56,21.6738164,94.58062606,7.51152923,110.41111052,orange
18.23,11.95,4.3,20.45315577,89.54872335,6.79853278,114.47595175,orange
25.5,16.22,14.82,21.07586224,92.70274946,6.76472278,115.23463047,orange
18.34,11.84,13.0,20.56622029,95.94543549,7.26404431,103.62690913,orange
16.22,14.73,6.92,29.80644518,97.94324242,7.17307084,113.96307592,orange
19.2,7.1,12.83,20.1820835,91.72236721,7.84944734,112.99868922,orange
32.47,14.89,12.59,25.45011679,97.8754406,6.91783861,102.15433273,orange
19.39,6.6,7.42,20.8044213,95.12941109,7.17171464,105.49749292,orange
17.35,7.62,6.4,18.34274957,87.06236158,7.09247441,115.92736764,orange
17.35,10.3,11.55,25.1739866,91.23915043,7.1552372,113.30540475,orange
11.41,13.56,11.7,24.25910307,93.75805984,7.53821835,90.78825385,orange
31.89,8.22,6.83,15.1604544,89.1001581,7.0132065,102.04346102,orange
13.51,12.08,3.85,18.03170473,98.37376988,7.18562228,106.46955896,orange
21.04,10.61,11.8,23.15659161,92.6182801,7.06599572,101.43581529,orange
17.13,13.51,7.26,22.87212587,88.18279575,6.46672063,95.44363739,orange
17.44,10.92,14.08,20.57977992,91.57294995,6.87471533,135.22652512,orange
24.03,8.75,11.8,20.58017699,93.21542193,6.56692633,88.905378,orange
17.77,8.65,7.61,21.06594736,91.87048816,6.61955684,126.09601466,orange
22.53,9.66,10.48,26.87776297,94.90570414,7.3251973,101.3621487,orange
29.75,8.87,13.01,24.15672679,91.87712098,7.31795241,96.80815686,orange
10.48,14.29,11.98,22.47591956,93.13872428,6.76079693,134.2565923,orange
20.85,7.53,13.23,27.08995874,96.85076817,6.29093198,105.78080423,orange
17.65,11.65,13.49,20.89603745,91.02875021,7.13036188,120.75740573,orange
26.12,5.75,6.09,22.51593852,90.27701278,7.5128752,102.68995592,orange
22.54,8.12,17.08,20.01799164,90.1419699,7.82372893,141.27257285,orange
18.15,8.41,10.32,22.59844997,91.96976461,6.99574434,129.10752526,orange
41.45,76.78,40.41,28.54796975,94.87261127,6.8494853,168.01370351,papaya
64.6,61.33,40.97,35.63018211,91.32131168,6.83040227,116.92071795,papaya
44.92,63.32,50.97,32.50991657,94.34856193,6.62660314,153.0189273,papaya
46.79,58.75,38.01,35.37818312,94.6491842,6.38252948,115.13906753,papaya
54.98,60.27,49.13,34.79418385,89.65961294,6.37372507,136.00787371,papaya
42.87,69.33,55.82,32.40046781,92.32418815,7.5711887,139.21691832,papaya
45.67,65.35,54.89,33.27773114,93.13766865,6.57629429,119.06018503,papaya
52.77,68.74,44.62,34.89423052,87.13902789,6.72960751,154.20938455,papaya
63.6,59.84,46.14,31.84043788,95.02382952,6.26719215,171.64240817,papaya
28.02,49.95,53.37,35.11070822,90.17687574,6.64783501,129.14378075,papaya
49.87,69.53,41.67,36.26070411,93.24254781,6.68232736,174.15050507,papaya
60.75,60.43,55.84,29.76696567,89.59510888,7.25353499,166.18157787,papaya
46.7,50.09,52.53,31.01568249,85.21594616,6.59169104,124.91934241,papaya
59.13,48.02,45.22,37.26549282,90.88216007,7.20286095,167.87072206,papaya
40.42,69.18,54.31,31.7151459,88.10915254,7.10899881,124.77557494,papaya
64.43,66.26,44.77,26.45228394,90.9849685,6.91745991,119.05541177,papaya
52.57,48.28,56.38,34.12257097,99.16391385,6.84602776,181.62432187,papaya
63.1,64.14,42.35,34.84177358,90.13923118,6.85298787,128.30200572,papaya
57.46,59.0,48.52,33.81246192,83.11011243,7.01863312,142.06228936,papaya
67.71,63.47,58.3,30.97160955,91.22602936,6.39861389,155.75855052,papaya
